brand,model,model_year,mileage,fuel_type,engine,transmission,ext_col,int_col,accident,price
Toyota,4Runner Venture Special Edition,2021,28567,Gasoline,,Automatic,–,Black/Graphite,No,44775.0
Jaguar,XJ8 L,2006,78049,Gasoline,4.2L,,White,Beige,No,13980.0
Ford,F-150 Lariat,2021,36821,Gasoline,3.5L,Automatic,Agate Black Metallic,Black,Yes,49273.0
Chevrolet,Suburban High Country,2021,23292,Gasoline,6.2L,,Brown,Black,No,73500.0
Chevrolet,Suburban 1500 LTZ,2010,162671,E85 Flex Fuel,5.3L,,Black,Black,No,12000.0
Land,Rover LR2 HSE,2010,100472,Gasoline,3.2L,,Gray,Beige,No,9975.0
Subaru,WRX Limited,2017,73120,Gasoline,2.0L,,White,Black,Yes,19950.0
Ford,Expedition Timberline,2022,23300,Gasoline,3.5L,,Green,Green,No,67500.0
Honda,Clarity Plug-In Hybrid Base,2018,71000,Plug-In Hybrid,1.5L,,Red,Beige,Yes,17500.0
RAM,3500 Laramie,2022,16648,Diesel,6.7L,Automatic,Flame Red Clearcoat,Black,No,70999.0
Chevrolet,Silverado 2500 LT,2011,240000,Diesel,6.6L,,White,Black,No,18500.0
Lexus,RX 450h Base,2013,119755,Hybrid,3.5L,,Silver,Black,No,19500.0
Mercedes-Benz,M-Class ML 350 4MATIC,2015,88000,E85 Flex Fuel,3.5L,,Silver,Gray,No,19500.0
BMW,X5 xDrive40i,2021,41000,Hybrid,3.0L,,White,Black,No,50000.0
Chevrolet,Camaro 2SS,2022,7458,Gasoline,6.2L,,Red,Black,No,47500.0
Jeep,Gladiator Sport S,2022,23000,Gasoline,3.6L,,Green,Black,No,43000.0
Land,Rover Discovery LSE,1998,149437,Gasoline,4.0L,,Green,Beige,No,9995.0
Ford,F-250 XLT,2017,244000,Diesel,6.7L,,Red,Beige,No,35500.0
RAM,1500 Rebel,2019,46000,Hybrid,3.6L,,White,–,No,37900.0
Audi,Q5 S line Premium Plus,2022,13133,Hybrid,,Automatic,Silver,Black,No,42998.0
RAM,1500 SLT,2017,45000,Gasoline,5.7L,,Black,Gray,No,29999.0
Mazda,CX-30 Premium Package,2021,18385,Gasoline,2.5L,Automatic,Soul Red Crystal Metallic,White / Brown,No,29255.0
BMW,840 Gran Coupe i xDrive,2020,25793,Gasoline,3.0L,Automatic,Black Sapphire Metallic,Black,No,52999.0
Porsche,Boxster S,2005,44400,Gasoline,3.2L,,Silver,Black,No,29800.0
Chevrolet,Malibu Limited LT,2016,104000,Gasoline,2.5L,,Silver,Gray,No,10500.0
Cadillac,Escalade Premium Luxury,2023,600,Gasoline,6.2L,,Black,Black,No,103000.0
MINI,Cooper S Base,2007,45000,Gasoline,1.6L,,Yellow,Black,No,7900.0
Jeep,Gladiator Mojave,2022,24500,Gasoline,3.6L,,Blue,Black,No,64000.0
Buick,Encore GX Essence,2020,35569,Gasoline,1.3L,Automatic,Satin Steel Metallic,Ebony,No,21999.0
Toyota,Highlander XLE,2020,35000,Gasoline,3.5L,,Silver,Black,No,36999.0
Acura,MDX Touring,2003,165000,Gasoline,3.5L,,Silver,Black,Yes,4000.0
Land,Rover Range Rover Sport SE MHEV,2021,15000,Hybrid,3.0L,,Black,Black,No,69000.0
BMW,535 i xDrive,2014,119750,Gasoline,3.0L,,White,Beige,No,15499.0
Nissan,350Z Touring,2007,90000,Gasoline,3.5L,,White,Green,Yes,12000.0
Ford,Transit Connect XLT,2015,112000,Gasoline,2.5L,,White,Black,Yes,14500.0
Mercedes-Benz,SL-Class SL550 Roadster,2008,150000,Gasoline,5.5L,,Black,Beige,No,16800.0
Porsche,911 Turbo S,2021,1912,Gasoline,3.8L,,Silver,Black,No,240000.0
Hyundai,Sonata Sport 2.0T,2015,82900,Gasoline,2.0L,,Black,Black,Yes,13995.0
Audi,TT 1.8T,2004,79500,Gasoline,1.8L,,Silver,Black,No,12000.0
Volvo,XC90 T6 Inscription,2019,60000,Gasoline,2.0L,,White,Black,No,37000.0
RAM,1500 Big Horn,2021,41800,Diesel,3.0L,,White,Black,No,44900.0
Chevrolet,Tahoe LT,2021,71536,Gasoline,5.3L,Automatic,Black,Jet Black,No,49685.0
Ford,Explorer XLT,2014,127558,Gasoline,3.5L,Automatic,Green,Charcoal Black,No,13715.0
Ford,Mustang Mach-E Premium,2023,13232,,,,Gray,Black,No,45000.0
Chevrolet,Camaro 1SS,2017,39000,Gasoline,6.2L,,Yellow,Black,No,31500.0
Ford,Bronco Big Bend Advanced,2023,11500,Gasoline,2.7L,,Gray,Black,No,54490.0
Chrysler,Pacifica Launch Edition,2020,22200,Gasoline,3.6L,,Black,Black,No,36800.0
Tesla,Model Y Long Range,2023,7414,,,,Black,White,No,56515.0
Lamborghini,Huracan LP580-2,2017,14586,Gasoline,5.2L,Automatic,Blue Caelum,Nero Ade,No,209991.0
RAM,1500 Rebel,2021,32000,Hybrid,5.7L,,White,Black,No,50927.0
Toyota,86 Base,2020,14700,Gasoline,2.0L,,White,Black,No,27350.0
BMW,X5 xDrive50i,2016,79995,Gasoline,4.4L,,Black,Black,No,23995.0
GMC,Yukon Denali,2018,76000,Gasoline,6.2L,,Black,Black,No,44500.0
Honda,Accord EX-L,2014,62000,Gasoline,2.4L,,Gray,Black,Yes,18987.0
Maserati,Ghibli S Q4,2017,53500,Gasoline,3.0L,,Gray,Black,No,28700.0
Hyundai,Kona EV SEL,2022,9400,,,,Red,Black,No,31999.0
BMW,435 i,2014,86500,Gasoline,3.0L,,Silver,Black,No,20900.0
Mercedes-Benz,GL-Class GL 450,2011,148000,Gasoline,4.7L,,Black,Black,Yes,9900.0
GMC,Sierra 1500 SLE,2014,100080,E85 Flex Fuel,4.3L,,White,Gray,No,22989.0
Dodge,Challenger SRT Demon,2018,2620,Gasoline,6.2L,,Black,Black,Yes,155700.0
BMW,X5 PHEV xDrive45e,2023,3099,Plug-In Hybrid,3.0L,,Black,Black,No,74995.0
Dodge,Durango R/T,2020,78000,Gasoline,5.7L,,Black,Red,Yes,29500.0
Ferrari,488 Spider Base,2019,9005,Gasoline,3.9L,Automatic,White,–,No,319900.0
Ford,Bronco Sport Big Bend,2022,16700,Gasoline,1.5L,,Blue,Black,No,31000.0
Honda,Civic LX,2015,51300,Gasoline,1.8L,,Black,Black,No,17500.0
Ford,Shelby GT350 Base,2018,8237,Gasoline,5.2L,,Gray,Black,No,62900.0
Volkswagen,Jetta S,2010,99000,Gasoline,2.5L,,Gray,Black,Yes,6000.0
Mazda,CX-5 Grand Touring,2021,62377,Gasoline,2.5L,Automatic,Jet Black Mica,Black,No,26288.0
Jeep,Wrangler Rubicon,2009,130000,Gasoline,3.8L,,Black,Gray,No,15500.0
Ford,F-250 XLT,2016,94300,E85 Flex Fuel,6.2L,,Silver,Gray,Yes,28999.0
Tesla,Model Y Performance,2022,24115,,,,Gray,White,No,46500.0
BMW,528 i,2016,82000,Gasoline,2.0L,,Silver,Black,Yes,16995.0
Kia,Rio S,2021,67686,Gasoline,1.6L,,Silver,Black,No,15700.0
Tesla,Model S 85,2014,96800,,,,Blue,Black,No,28450.0
Jeep,Wrangler Sport,1997,131000,Gasoline,4.0L,,Green,Gray,Yes,5500.0
Tesla,Model 3 Standard Range,2020,23097,,,,Black,Black,No,29900.0
Ferrari,GTC4Lusso T,2018,31000,Gasoline,3.9L,,White,Red,No,197499.0
BMW,X5 M50i,2021,28898,Gasoline,4.4L,,Black,Orange,No,71000.0
Mazda,MX-5 Miata RF Club,2022,7250,Gasoline,2.0L,,Gray,Black,No,35619.0
Ford,F-250 XLT,2014,59459,Diesel,6.7L,,Black,Silver,Yes,40999.0
Jeep,Wrangler Sahara,2012,78000,Gasoline,3.6L,,Beige,Black,Yes,22000.0
RAM,1500 Laramie,2021,24213,Gasoline,5.7L,,White,Black,No,46500.0
RAM,1500 Laramie,2020,21165,Gasoline,5.7L,Automatic,Bright White Clearcoat,Black,No,46105.0
GMC,Yukon Denali,2016,107750,Gasoline,6.2L,,Black,Black,No,35500.0
Ford,F-150 Lariat,2016,117000,Gasoline,3.5L,,White,Black,No,26500.0
Chevrolet,Corvette Base,2006,39132,Gasoline,6.0L,,Red,Beige,No,35000.0
BMW,Z4 2.5i,2004,94500,Gasoline,2.5L,,Gray,Black,No,9000.0
Subaru,Crosstrek 2.0i Premium,2017,50011,Gasoline,2.0L,,Red,Beige,Yes,21495.0
Lexus,GX 470 Base,2004,215000,Gasoline,4.7L,,White,Beige,Yes,7350.0
RAM,1500 Laramie,2022,16616,Gasoline,5.7L,Automatic,Diamond Black,Black,No,45999.0
Ford,F-150 XLT,2022,33818,Gasoline,5.0L,Automatic,Agate Black Metallic,Black,No,46552.0
Jeep,Wagoneer Series III,2022,9099,Gasoline,5.7L,Automatic,Velvet Red Pearlcoat,Global Black,No,68362.0
Volkswagen,GTI Base,2008,95798,Gasoline,2.0L,,White,Black,No,9850.0
Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,35943,Gasoline,5.5L,,Black,White,No,51700.0
Mazda,Mazda6 iSport VE,2008,106000,Gasoline,2.3L,,Black,Beige,No,4300.0
Kia,Telluride EX X-Line,2023,10400,Gasoline,3.8L,,Green,Green,No,48000.0
Chevrolet,Tahoe LT,2022,2894,Gasoline,5.3L,,Blue,Beige,No,63900.0
Dodge,Durango GT,2022,15592,Gasoline,3.6L,Automatic,DB Black Clearcoat,Black,No,39985.0
Mercedes-Benz,AMG C 63 Base,2020,33548,Gasoline,4.0L,,Silver,Black,No,57999.0
BMW,320 i xDrive,2016,185000,Gasoline,2.0L,,Black,Beige,Yes,7500.0
Porsche,Macan GTS,2023,6483,Gasoline,2.9L,Automatic,Chalk,Black,No,96900.0
Honda,Pilot EX-L,2020,28886,Gasoline,3.5L,Automatic,Gray,Gray,Yes,35645.0
Mercedes-Benz,GLE 350 Base,2020,26293,Gasoline,,Automatic,designo Diamond White Bright,Macchiato/Magmagrey,No,49998.0
Chevrolet,Camaro 2SS,2017,62000,Gasoline,6.2L,,Blue,Black,No,34500.0
Jaguar,XF 35t Prestige,2017,101453,Gasoline,3.0L,,White,Beige,Yes,18500.0
RAM,3500 Laramie,2013,106385,Diesel,6.7L,,White,Black,Yes,42900.0
BMW,335 is,2012,86629,Gasoline,3.0L,,White,Red,No,20995.0
Audi,S6 4.0T Premium Plus,2018,61258,Gasoline,4.0L,,White,Black,No,49999.0
Chrysler,300 S,2014,121500,Gasoline,5.7L,,Blue,Black,No,15999.0
GMC,Sierra 1500 AT4,2022,100,Diesel,3.0L,,White,Black,No,62499.0
Chrysler,200 C,2015,170000,E85 Flex Fuel,3.6L,,Silver,Black,Yes,5995.0
Ford,F-150 XLT SuperCab,2010,232000,Gasoline,4.6L,,Blue,Gray,No,3000.0
MINI,Cooper S Base,2006,95000,Gasoline,1.6L,,Gray,–,No,12500.0
Toyota,Venza XLE,2013,103466,Gasoline,3.5L,,White,Gray,Yes,14200.0
Toyota,Camry Hybrid Base,2011,133121,Hybrid,2.4L,,White,White,Yes,7900.0
Chevrolet,Tahoe LT,2012,162731,E85 Flex Fuel,5.3L,,Brown,Gray,No,14500.0
Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,64500,Gasoline,5.5L,,Silver,Black,Yes,37500.0
Ford,Shelby GT500 Base,2021,568,Gasoline,5.2L,,Orange,Black,No,90788.0
Lexus,RX 300 4WD,1999,249083,Gasoline,3.0L,,Red,Beige,Yes,3500.0
Porsche,Macan S,2015,80300,Gasoline,3.0L,,Gray,Beige,No,23999.0
Ford,F-150 XLT SuperCab,2004,187000,Gasoline,5.4L,,Beige,Beige,No,6299.0
Subaru,Outback 2.5 i Special Edition,2009,181870,Gasoline,2.5L,,Black,Black,No,6500.0
GMC,Sierra 2500 AT4,2022,22600,Diesel,6.6L,Automatic,Ebony Twilight Metallic,Jet Black,Yes,76740.0
BMW,X5 xDrive40i,2020,37000,Gasoline,3.0L,,Black,Black,Yes,50000.0
Porsche,Taycan Base,2022,9728,,,,White,Beige,No,89000.0
Lexus,GX 470 Base,2006,152000,Gasoline,4.7L,,Blue,Gray,Yes,13995.0
Ford,F-150 Heritage XL SuperCab Flareside,2004,60260,Gasoline,5.4L,,Blue,Gray,Yes,30500.0
Mazda,MazdaSpeed Miata MX-5 Base,2004,33362,Gasoline,1.8L,,Silver,Black,Yes,17599.0
GMC,Acadia Denali,2021,47907,Gasoline,3.6L,Automatic,Ebony Twilight Metallic,Jet Black,No,38436.0
Mercedes-Benz,Metris Base,2016,17340,Gasoline,2.0L,,White,Black,No,29000.0
Cadillac,DeVille Base,1994,85000,–,,,White,Blue,No,7900.0
Ford,Expedition EL XLT,2011,195500,E85 Flex Fuel,5.4L,,White,Beige,No,8999.0
Chevrolet,Monte Carlo SS,2000,74000,Gasoline,3.8L,,Red,–,No,4700.0
RAM,1500 Big Horn,2015,140500,Gasoline,5.7L,,Red,Gray,Yes,14000.0
Jeep,Commander Base,2006,212500,Gasoline,3.7L,,Black,Gray,No,6500.0
Lexus,IS-F Base,2010,77400,Gasoline,5.0L,,White,Red,Yes,34500.0
Ford,Utility Police Interceptor Base,2017,118000,Gasoline,3.5L,,Black,Black,No,15000.0
Porsche,Carrera GT Base,2005,4400,Gasoline,5.7L,,Gray,Black,No,1599000.0
Cadillac,Escalade ESV Luxury,2016,146200,Gasoline,6.2L,,White,Beige,No,24500.0
Tesla,Model Y Performance,2020,39000,,,,Silver,Black,No,43000.0
Chevrolet,Avalanche 1500 LS,2005,130000,E85 Flex Fuel,5.3L,,Red,Gray,No,7200.0
Ford,F-150 Lariat,2021,33080,Gasoline,2.7L,,White,Black,No,47850.0
Mercedes-Benz,GLB 250 Base 4MATIC,2023,1219,Gasoline,2.0L,Automatic,Midnight Black,Classic Red,No,46479.0
Jeep,Wrangler Sport,2016,41000,Gasoline,3.6L,,White,Black,No,25000.0
Nissan,350Z Touring,2004,110897,Gasoline,3.5L,,Black,Orange,Yes,11500.0
Chevrolet,Corvette Z06,2016,49000,Gasoline,6.2L,,Orange,–,No,75000.0
Pontiac,Solstice GXP,2007,47000,Gasoline,2.0L,,Black,Black,No,13300.0
Hyundai,Sonata SE,2018,57690,Gasoline,2.4L,,Gray,Gray,Yes,15900.0
Mercedes-Benz,SLS AMG Base,2012,17941,Gasoline,6.2L,Automatic,Iridium Silver Metallic,Red,No,226000.0
Lincoln,Navigator Reserve,2018,54000,Gasoline,3.5L,,Brown,Orange,Yes,46500.0
Nissan,Maxima SL,2007,101600,Gasoline,3.5L,,Silver,Black,No,6700.0
Ford,Ranger XLT,2021,89000,Gasoline,2.3L,,Black,Black,No,34000.0
Tesla,Model 3 Long Range,2021,18000,,,,Black,Black,No,42500.0
Jaguar,XE 35t Premium,2017,55000,Gasoline,3.0L,,Gray,Black,No,25000.0
Lincoln,MKZ Reserve,2017,71964,Gasoline,2.0L,,Blue,Black,No,18750.0
Cadillac,Escalade ESV Platinum,2020,92000,Gasoline,6.2L,,Black,Black,No,50000.0
Ford,Fusion SE,2012,160000,E85 Flex Fuel,3.0L,,Gray,Black,No,4500.0
Mercedes-Benz,E-Class E 350,2012,95816,Gasoline,3.5L,,White,Beige,No,12000.0
Jeep,Wrangler Unlimited Sport,2014,132600,Gasoline,3.6L,,White,–,Yes,17000.0
Cadillac,DeVille Base,1994,47000,–,,,White,Blue,No,5990.0
Jeep,Wrangler Sport,2010,149460,Gasoline,3.8L,,Black,Black,No,10700.0
Jeep,Wrangler Sport,2011,109646,Gasoline,3.8L,Automatic,Mango Tango Pearlcoat,Black,No,16998.0
Acura,MDX 3.5L w/Technology Package,2019,90605,Gasoline,,Automatic,White,Parchment,No,27698.0
Volkswagen,Jetta 1.4T S,2019,59000,Gasoline,1.4L,,Gray,Black,No,17000.0
Chevrolet,Camaro Z28,2002,48000,Gasoline,5.7L,,White,Black,No,21999.0
Chevrolet,Corvette Z06,2016,41500,Gasoline,6.2L,,White,Black,No,66000.0
Porsche,Cayman R,2012,54000,Gasoline,3.4L,,Black,Gray,No,75000.0
Porsche,Cayenne Base,2018,70455,Gasoline,3.6L,,White,Black,No,45855.0
Subaru,Crosstrek 2.0i Limited,2018,84054,Gasoline,2.0L,,Gray,Black,No,21499.0
BMW,750 Li,2007,114528,Gasoline,4.8L,,Black,Black,No,9000.0
Jeep,Wrangler Sahara,2013,111850,Gasoline,3.6L,,Red,Black,Yes,26500.0
GMC,Sierra 2500 AT4,2020,52673,Diesel,6.6L,,Black,Beige,No,69500.0
BMW,X3 M AWD,2021,31500,Gasoline,3.0L,,Black,Black,No,54500.0
BMW,335 i,2011,73000,Gasoline,3.0L,,Red,Beige,No,16000.0
Jeep,Wrangler Unlimited Sahara,2019,59692,Gasoline,3.6L,,Gray,Black,No,35900.0
Toyota,Corolla S Plus,2016,68364,Gasoline,1.8L,,White,Black,No,16000.0
Land,Rover Discovery HSE LUXURY,2017,47200,Gasoline,3.0L,,Black,Beige,Yes,29000.0
Mercedes-Benz,E-Class E 450 4MATIC,2021,18000,Hybrid,3.0L,,Gray,Black,Yes,62000.0
Ford,Fusion Hybrid Base,2012,158366,Hybrid,2.5L,,Gray,Black,Yes,8250.0
BMW,X1 xDrive 28i,2017,49700,Gasoline,2.0L,,Blue,Black,No,26000.0
GMC,Terrain SLE,2010,81500,Gasoline,2.4L,,Brown,Gray,No,12250.0
BMW,i3 120Ah w/Range Extender,2019,16975,,0.65L,,Black,Black,No,26990.0
Porsche,911 GT3,2018,5989,Gasoline,,Manual,GT SILVER,BLACK,No,209000.0
Ford,Mustang SVT Cobra,2003,16100,Gasoline,4.6L,,Red,Beige,No,35500.0
Land,Rover Range Rover Supercharged LWB,2020,54225,Gasoline,5.0L,,White,White,No,67500.0
RAM,2500 Big Horn,2016,89500,Gasoline,6.4L,,Black,Gray,No,35000.0
Ford,E250 Cargo,2013,87501,E85 Flex Fuel,4.6L,,White,Gray,Yes,17777.0
MINI,Countryman Cooper S ALL4,2018,12370,Gasoline,2.0L,,Blue,Black,No,28900.0
RAM,1500 Classic Tradesman,2019,12466,Gasoline,5.7L,,Gray,Gray,No,28995.0
Volvo,C70 T5,2011,199000,Gasoline,2.5L,,Red,Beige,Yes,5500.0
Mercedes-Benz,SL-Class SL600 Roadster,2007,78200,Gasoline,5.5L,,Black,Brown,Yes,22999.0
Toyota,Camry Hybrid XLE,2018,22000,Hybrid,2.5L,,White,Beige,No,29500.0
GMC,Acadia SLE-2,2016,100795,Gasoline,3.6L,Automatic,White Frost Tri-Coat,Ebony,Yes,12995.0
Chevrolet,Impala 1LT,2019,99941,Gasoline,3.6L,Automatic,Silver Ice Metallic,Jet Black,No,17816.0
Jeep,Grand Cherokee L Laredo,2021,23588,Gasoline,3.6L,Automatic,Metallic,Global Black,Yes,38633.0
Jeep,Liberty Sport,2003,103000,Gasoline,3.7L,,Black,Gray,No,5200.0
Jaguar,XF Luxury,2009,91491,Gasoline,4.2L,,Blue,Beige,No,7000.0
Honda,Civic Sport,2020,23131,Gasoline,2.0L,Automatic,Crystal Black Pearl,Black,Yes,23739.0
Subaru,Outback 2.5i Premium,2019,77000,Gasoline,2.5L,,Gray,Gray,Yes,18749.0
Land,Rover Range Rover Sport HSE Dynamic,2019,20500,Gasoline,3.0L,,White,White,No,76000.0
Tesla,Model Y Long Range,2022,500,,,,White,Black,No,45900.0
Lexus,ES 350 Base,2019,49810,Gasoline,3.5L,,Gray,Black,Yes,33900.0
Honda,CR-V Touring,2022,20229,Gasoline,1.5L,Automatic,Black,Black,No,36727.0
Alfa,Romeo Giulia Quadrifoglio,2021,10558,Gasoline,2.9L,,White,Black,No,75000.0
BMW,330 i,2005,59300,Gasoline,3.0L,,Red,Black,No,30900.0
Maybach,Type 57 Base,2004,34254,Gasoline,5.5L,,Brown,–,No,64250.0
Lexus,ES 250 Base,2021,24364,Gasoline,,Automatic,Eminent White Pearl,Chateau,No,37998.0
Mercedes-Benz,Sprinter 2500,2016,139200,Diesel,2.1L,,White,Black,Yes,22000.0
Mercedes-Benz,E-Class E 350,2012,82046,Gasoline,3.5L,,Black,Beige,No,13999.0
Dodge,Dakota Sport,1997,285000,Gasoline,5.2L,,White,Gray,No,6399.0
RAM,1500 Tradesman/Express,2017,26269,E85 Flex Fuel,3.6L,Automatic,Bright White Clearcoat,Black,Yes,25307.0
Mazda,CX-9 Touring,2016,127131,Gasoline,2.5L,,Brown,–,Yes,16770.0
Porsche,911 Turbo S,2019,31000,Gasoline,3.8L,,White,Black,No,179900.0
BMW,X3 xDrive30i,2021,27000,Gasoline,2.0L,,Black,Brown,No,38400.0
Jeep,Grand Cherokee Limited,2015,93400,E85 Flex Fuel,3.6L,,White,Black,No,18900.0
BMW,X7 xDrive40i,2021,9200,Hybrid,3.0L,,White,Brown,Yes,71200.0
Mercedes-Benz,SL-Class SL 550,2014,76850,Gasoline,4.7L,,Brown,Beige,Yes,32999.0
Bentley,Continental GT W12,2016,61160,Gasoline,6.0L,,Black,Black,Yes,98000.0
Jeep,Wrangler Unlimited,2005,146000,Gasoline,4.0L,,Red,Black,Yes,15900.0
Tesla,Model S 100D,2017,38957,,,,Silver,Beige,No,46750.0
Volkswagen,Golf SportWagen TSI SE,2017,33850,Gasoline,1.8L,,Blue,Beige,No,16500.0
Jeep,Wrangler Unlimited Sahara,2020,61830,Gasoline,2.0L,Automatic,Granite Crystal Clearcoat Metallic,Black,Yes,39860.0
Kia,Sorento SXL,2017,108559,Gasoline,3.3L,Automatic,Titanium Silver,Satin Black,No,15998.0
Lexus,LS 430 Base,2006,192000,Gasoline,4.3L,,Silver,Gray,Yes,7390.0
Mercedes-Benz,E-Class E 350 4MATIC,2014,83112,Gasoline,3.5L,,Black,Black,No,15500.0
Tesla,Model X 75D,2016,52000,,,,Black,Beige,No,52000.0
RAM,1500 Rebel,2020,57300,Gasoline,5.7L,,Black,Black,No,43500.0
MINI,Cooper Base,2008,104500,Gasoline,1.6L,,Red,Black,Yes,4100.0
Jeep,Cherokee Sport,1996,170552,Gasoline,4.0L,,Black,Gray,Yes,6500.0
Ford,Mustang GT Premium,2013,18000,Gasoline,5.0L,,Silver,Black,No,29000.0
Lincoln,Navigator Reserve,2019,39000,Gasoline,3.5L,,Black,Black,No,51999.0
Jeep,Gladiator Rubicon,2020,38000,Gasoline,3.6L,,Black,Black,No,45000.0
Porsche,Cayman GT4,2016,15168,Gasoline,3.8L,,White,Black,No,115000.0
Honda,Civic EX,2012,167506,Gasoline,1.8L,,Black,–,No,6500.0
Jeep,Grand Cherokee Laredo,2012,166000,E85 Flex Fuel,3.6L,,White,Gray,Yes,13000.0
Ford,Shelby GT500 Base,2021,19200,Gasoline,5.2L,,Black,Black,No,82950.0
Land,Rover Defender SE,2022,46000,Hybrid,3.0L,,Green,Beige,No,75000.0
Hummer,H3 Base,2007,201000,Gasoline,3.7L,,White,Black,Yes,7200.0
Kia,Sportage LX,2014,87000,Gasoline,2.4L,,Black,Black,Yes,8900.0
GMC,Yukon XL 1500 SLT,2015,145000,Gasoline,5.3L,,White,Beige,No,24950.0
Jeep,Wrangler Unlimited Sport,2020,33060,Gasoline,3.6L,,White,Black,No,36500.0
Ford,Bronco XLT,1995,195000,–,,,Blue,Gray,No,15000.0
Tesla,Model S Long Range Plus,2021,10550,,,,Gray,Black,No,67800.0
Audi,A6 3.0T Prestige,2014,89500,Gasoline,3.0L,,Gray,Black,No,18000.0
Jeep,Wrangler 80th Anniversary,2021,27000,Hybrid,3.6L,,Red,Black,No,37500.0
Jeep,Wrangler Sport,2010,87250,Gasoline,3.8L,,Blue,Black,No,18500.0
Volkswagen,CC 2.0T Sport,2016,76495,Gasoline,2.0L,,White,Black,Yes,13000.0
Cadillac,SRX Luxury Collection,2016,70503,Gasoline,3.6L,,Silver,Beige,No,15500.0
Porsche,Cayenne Turbo,2009,41965,Gasoline,4.8L,,Black,Beige,Yes,35000.0
Toyota,4Runner 4WD,1999,267000,Gasoline,2.7L,,Silver,Beige,Yes,8000.0
Mitsubishi,Eclipse GT,2003,146000,Gasoline,3.0L,,Gray,Black,Yes,4200.0
Chevrolet,Corvette Stingray w/1LT,2023,9000,Gasoline,6.2L,,White,White,No,82500.0
Toyota,GR86 Premium,2022,1050,Gasoline,2.4L,,Gray,Black,No,40000.0
Land,Rover Range Rover P525 Westminster,2021,22270,Gasoline,5.0L,Automatic,Gray,Ebony,No,89900.0
Ford,Mustang GT Premium,2012,19900,Gasoline,5.0L,,White,Black,No,26500.0
Tesla,Model Y Long Range,2020,19800,,,,White,White,No,44990.0
RAM,1500 Sport,2012,113500,Gasoline,5.7L,,Black,Black,No,17900.0
Lamborghini,Gallardo LP550-2,2013,22000,Gasoline,5.2L,,Black,Black,No,150000.0
INFINITI,Q60 3.0t Red Sport 400,2022,3300,Gasoline,3.0L,,Red,Black,No,54000.0
Volkswagen,e-Golf SE,2016,41615,,,,Blue,Gray,No,12000.0
Tesla,Model X Long Range,2022,11860,,,,White,White,No,92500.0
BMW,M5 Base,2015,27000,Gasoline,4.4L,,Black,Black,No,52500.0
Kia,K5 GT-Line,2022,22101,Gasoline,1.6L,Automatic,Glacial White Pearl,Black,Yes,29430.0
Chevrolet,Caprice Classic Base,1996,60000,Gasoline,5.7L,,Purple,Gray,Yes,18500.0
Subaru,BRZ Limited,2013,46452,Gasoline,2.0L,,Gray,Black,No,22888.0
Lincoln,MKZ Reserve I,2019,36000,Gasoline,2.0L,,White,Beige,No,26500.0
Chevrolet,Corvette Grand Sport,2019,13100,Gasoline,6.2L,,Silver,Red,No,61950.0
Audi,Q5 2.0T Premium Plus,2019,50000,Gasoline,2.0L,,White,Beige,Yes,27000.0
Mazda,CX-9 Signature,2018,19500,Gasoline,2.5L,,White,Brown,No,32250.0
Ford,Mustang GT,2016,36000,Gasoline,5.0L,,Orange,Black,Yes,31000.0
Rolls-Royce,Wraith Base,2016,21000,Gasoline,6.6L,,Brown,Black,Yes,217000.0
Chevrolet,Camaro 1SS,2022,6640,Gasoline,6.2L,,Orange,Black,No,51999.0
BMW,X5 xDrive35i,2016,74850,Gasoline,3.0L,,White,Brown,Yes,21900.0
Nissan,Maxima SV,2014,117000,Gasoline,3.5L,,White,Black,Yes,10900.0
Toyota,Tundra TRD Pro,2016,51400,E85 Flex Fuel,5.7L,,Black,Black,Yes,39900.0
INFINITI,QX60 AUTOGRAPH,2022,6000,Gasoline,3.5L,,Gold,Brown,No,57999.0
Mitsubishi,Lancer Evolution MR,2006,128000,Gasoline,2.0L,,Silver,Black,No,37999.0
BMW,X3 xDrive30i,2021,15000,Gasoline,2.0L,,White,Brown,No,39995.0
Toyota,Tundra SR5,2016,119000,Gasoline,5.7L,,Red,Black,No,29950.0
Lincoln,Mark LT Base,2006,87500,Gasoline,5.4L,,Silver,Black,Yes,12999.0
Ford,Flex SEL,2011,149000,Gasoline,3.5L,,Black,Beige,No,7999.0
Audi,Q5 2.0T Premium Plus,2015,54700,E85 Flex Fuel,2.0L,,Gray,Brown,Yes,20995.0
Ford,F-150 XL,2021,45979,Gasoline,3.5L,Automatic,Agate Black Metallic,Black,No,38532.0
Lincoln,Continental Reserve,2017,56846,Gasoline,2.7L,,White,Beige,No,29000.0
Tesla,Model X 75D,2017,94100,,,,Black,Orange,Yes,49900.0
Jeep,Grand Cherokee Limited,2017,80150,Gasoline,3.6L,,Blue,Black,Yes,22500.0
GMC,Terrain SLT-1,2013,11563,Gasoline,2.4L,,Blue,Black,Yes,12300.0
Tesla,Model X Long Range,2022,7500,,,,Silver,Black,No,84000.0
Mercedes-Benz,AMG E 53 Base 4MATIC,2021,15615,Hybrid,3.0L,,Gray,Black,No,78000.0
Subaru,Impreza WRX Base,2013,113000,Gasoline,2.5L,,Blue,Black,Yes,16000.0
