brand,model,model_year,mileage,fuel_type,engine,transmission,ext_col,int_col,accident,price
dodge,ram 2500 laramie quad cab,2004,148000,diesel,5.9l,manual,black,beige,No,19000
bmw,650 i,2006,122141,gasoline,4.8l,manual,silver,black,No,10500
subaru,impreza wrx,2012,106000,gasoline,2.5l,manual,black,black,No,15000
ford,edge titanium,2017,113294,gasoline,2.0l,manual,gray,black,Yes,16500
kia,telluride sx,2021,24423,gasoline,3.8l,automatic,black,black,No,44315
tesla,model s long range,2022,28000,electric,3.5l,manual,gray,white,No,68750
ram,1500 rebel,2018,54800,gasoline,5.7l,manual,white,black,Yes,37050
ford,explorer xlt,2017,161000,gasoline,3.5l,manual,gray,black,No,17500
mercedes-benz,amg gle 43 4matic coupe,2019,28755,gasoline,3.0l,manual,black,black,No,61350
audi,q5 2.0t premium plus,2016,52105,e85 flex fuel,2.0l,manual,white,beige,Yes,20499
nissan,armada platinum,2018,119950,gasoline,5.6l,manual,black,black,No,20999
mercedes-benz,sl-class sl500 roadster,2003,80081,gasoline,5.0l,manual,white,beige,No,12500
jeep,gladiator overland,2021,4100,gasoline,3.6l,manual,black,black,No,55000
dodge,charger se,2017,63250,gasoline,3.6l,manual,red,black,No,18650
lincoln,mkx black label,2017,69431,gasoline,2.7l,manual,silver,black,No,26500
toyota,tundra sr5,2015,108044,gasoline,5.7l,automatic,black,black,No,31380
bmw,335 i,2008,98000,gasoline,3.0l,manual,black,brown,No,13998
bmw,x1 xdrive28i,2019,52253,gasoline,2.0l,manual,white,black,No,34500
mercedes-benz,sprinter high roof,2015,1500,diesel,3.0l,manual,white,gray,No,39500
dodge,challenger gt,2021,40000,gasoline,3.6l,manual,black,black,No,32500
audi,s4 3.0 prestige,2012,38718,gasoline,3.0l,manual,black,black,No,31000
toyota,tacoma trd sport,2018,84184,gasoline,3.5l,automatic,magnetic gray metallic,graphite w/gun metal,No,35998
mercedes-benz,sprinter 2500 standard roof,2021,13344,diesel,3.0l,manual,red,black,No,56500
infiniti,q50 3.0t red sport 400,2018,51850,gasoline,3.0l,manual,black,black,No,28900
porsche,911 carrera 4s,2002,119500,gasoline,3.6l,manual,black,black,Yes,36995
ford,expedition max limited,2021,30918,gasoline,3.5l,manual,white,beige,No,51999
mercedes-benz,c-class c 300,2019,40000,gasoline,2.0l,manual,blue,black,No,27900
jeep,grand cherokee limited,2005,100500,gasoline,5.7l,manual,black,gray,No,9998
dodge,charger srt hellcat,2020,54320,gasoline,6.2l,manual,gray,black,Yes,67000
mercedes-benz,c-class c 300 4matic,2018,49000,gasoline,2.0l,manual,black,black,No,23450
cadillac,dts luxury,2007,130000,gasoline,4.6l,manual,gold,beige,Yes,3499
maserati,grecale modena,2023,3721,gasoline,2.0l,automatic,white,red,No,69645
mercedes-benz,s-class s 550,2016,78101,gasoline,4.7l,manual,black,black,No,34500
chevrolet,malibu 1lt,2017,54000,gasoline,1.5l,manual,gray,gray,Yes,16000
nissan,quest sl,2011,185000,gasoline,3.5l,manual,white,gray,Yes,7500
mercedes-benz,slk-class slk 250,2015,49000,gasoline,1.8l,manual,blue,beige,No,23500
gmc,sierra 2500 denali,2024,2043,gasoline,6.6l,manual,white,black,No,81500
lexus,rx 350 base,2016,71750,gasoline,3.5l,manual,black,brown,No,28000
bmw,330 i,2019,42200,gasoline,2.0l,manual,white,black,No,27500
mercedes-benz,glc 300 base,2020,42717,gasoline,2.0l,manual,gold,beige,No,33500
tesla,model s 75d,2016,102260,electric,3.5l,manual,white,black,No,31300
chevrolet,corvette stingray w/2lt,2022,11089,gasoline,6.2l,manual,silver flare metallic,adrenaline red,No,80900
jaguar,xf 25t prestige,2018,37777,gasoline,2.0l,manual,black,black,No,32500
ford,f-150 xlt,2021,35921,gasoline,2.7l,automatic,antimatter blue metallic,black,No,42995
ford,bronco outer banks,2023,1800,gasoline,2.3l,manual,gray,blue,Yes,54900
scion,fr-s monogram,2014,163019,gasoline,2.0l,manual,black,black,Yes,8900
mercedes-benz,c-class c 300 4matic,2020,14220,gasoline,2.0l,manual,blue,beige,No,35500
chevrolet,tahoe premier,2019,48879,gasoline,5.3l,automatic,silver ice metallic,jet black,No,49573
bmw,m3 base,2002,117200,gasoline,3.2l,manual,black,black,No,15000
ford,f-150 lariat,2016,25000,e85 flex fuel,5.0l,manual,gray,black,No,65000
bmw,i3 base w/range extender,2014,74500,electric,0.65l,manual,white,gray,No,11499
infiniti,g37 journey,2013,33300,gasoline,3.7l,manual,gray,black,No,21990
ford,expedition xlt,2007,123921,gasoline,5.4l,manual,white,beige,No,6900
bmw,x3 sdrive30i,2021,12800,gasoline,2.0l,manual,blue,blue,No,39990
aston,martin vantage gt base,2015,21100,gasoline,4.7l,manual,black,black,No,80000
chevrolet,tahoe lt,2009,104733,e85 flex fuel,5.3l,manual,black,black,No,15000
ford,transit-250 base,2020,53000,gasoline,3.5l,manual,white,black,Yes,38500
lexus,es 250 base,2021,17570,gasoline,3.5l,automatic,emin white,black,No,39998
ram,1500 rebel,2020,63875,hybrid,5.7l,manual,gray,black,Yes,41900
ford,maverick xl,2023,12500,hybrid,2.5l,manual,silver,black,No,29999
bmw,z3 3.0i roadster,2001,103990,gasoline,3.0l,manual,black,beige,No,10500
chevrolet,camaro 1ss,2022,7000,gasoline,6.2l,manual,blue,black,No,50000
pontiac,solstice gxp,2007,7800,gasoline,2.0l,manual,silver,black,No,19000
cadillac,xts luxury,2017,69289,gasoline,3.6l,manual,gray,black,Yes,20997
toyota,highlander limited,2011,106000,gasoline,3.5l,manual,white,gray,Yes,16600
lincoln,navigator reserve,2020,68000,gasoline,3.5l,manual,black,gray,Yes,55999
toyota,highlander hybrid limited platinum,2019,13828,hybrid,3.5l,manual,blue,black,No,43000
audi,a3 2.0t tech premium,2018,39600,gasoline,2.0l,manual,white,black,No,26999
jeep,wrangler se,2003,92000,gasoline,2.4l,manual,gold,black,No,12500
toyota,tacoma sr,2022,5020,gasoline,3.5l,manual,black,gray,No,36500
chevrolet,trailblazer ss,2007,107800,gasoline,6.0l,manual,black,black,Yes,15000
audi,a5 2.0t premium plus,2019,23827,gasoline,2.0l,manual,gray,black,No,34995
audi,a6 55 premium,2020,25300,hybrid,3.0l,manual,white,beige,No,39900
porsche,911 carrera,2005,46200,gasoline,3.6l,manual,silver,black,No,49999
chevrolet,corvette stingray w/2lt,2022,3158,gasoline,6.2l,manual,red,red,No,85989
gmc,acadia sle,2021,26000,gasoline,2.0l,manual,white,black,No,30900
chevrolet,corvette base,2007,123500,gasoline,6.0l,manual,red,beige,Yes,27000
ford,mustang gt premium,2018,26840,gasoline,5.0l,manual,white,black,No,42500
ford,edge sel,2021,17836,gasoline,2.0l,automatic,silver,ebony,No,31933
cadillac,escalade luxury,2012,114500,e85 flex fuel,6.2l,manual,black,black,No,16100
toyota,corolla le,2016,17500,gasoline,1.8l,manual,red,gray,No,15100
chevrolet,express 2500 work van,2017,56000,gasoline,4.8l,manual,blue,black,No,44600
chevrolet,trax ls,2020,20800,gasoline,1.4l,manual,black,beige,No,19000
volkswagen,golf auto tsi s,2015,107543,gasoline,1.8l,manual,black,black,No,13200
ford,f-150 platinum,2018,37100,e85 flex fuel,5.0l,manual,black,black,No,46000
land,rover range rover velar p380 se r-dynamic,2019,19813,gasoline,3.0l,manual,silver,beige,No,51900
mini,cooper s base,2012,66000,gasoline,1.6l,manual,white,black,No,10999
volvo,xc60 t6 inscription,2019,20623,gasoline,2.0l,manual,silver,black,No,36800
ford,explorer limited,2018,86000,gasoline,3.5l,manual,black,black,No,26900
mercedes-benz,g-class g 550 4matic,2016,51354,gasoline,4.0l,manual,blue,black,No,73000
jeep,wrangler unlimited rubicon 392,2021,38000,gasoline,6.4l,manual,gray,black,No,72980
toyota,avalon hybrid xle premium,2015,161000,hybrid,2.5l,manual,blue,gray,No,11500
nissan,juke sl,2012,74750,gasoline,1.6l,manual,black,black,No,12500
porsche,911 carrera 4,2013,67522,gasoline,3.4l,manual,gray,black,Yes,59500
mini,cooper s base,2012,152000,gasoline,1.6l,manual,white,black,No,9000
subaru,ascent touring 7-passenger,2019,71273,gasoline,2.4l,manual,black,brown,No,23900
subaru,wrx sti base,2017,37800,gasoline,2.5l,manual,blue,black,No,32500
land,rover range rover sport hse,2019,42000,gasoline,3.0l,manual,white,black,No,48990
kia,sorento plug-in hybrid sx prestige,2022,10101,plug-in hybrid,1.6l,manual,white,black,No,44990
tesla,model 3 performance,2020,45468,electric,3.5l,manual,silver,white,No,45999
nissan,armada sv,2017,187141,gasoline,5.6l,manual,black,black,No,16995
porsche,cayenne turbo s,2014,99100,gasoline,4.8l,manual,white,black,No,32000
subaru,outback touring xt,2021,33500,gasoline,2.4l,manual,blue,brown,No,34000
acura,rlx advance package,2016,102665,gasoline,3.5l,manual,black,black,No,15450
ford,mustang gt,2001,52675,gasoline,4.6l,manual,black,black,No,16995
bmw,330 i xdrive,2017,59203,gasoline,2.0l,manual,white,black,No,23000
mercedes-benz,sl-class sl550 roadster,2009,60100,gasoline,5.5l,manual,black,black,No,27000
audi,sq8 4.0t premium plus,2021,43238,gasoline,4.0l,manual,black,red,No,76400
mini,cooper s base,2007,118000,gasoline,1.6l,manual,beige,black,No,3600
ford,mustang ecoboost,2021,17300,gasoline,2.3l,manual,yellow,black,No,31000
audi,rs 7 4.0t prestige,2016,64800,gasoline,4.0l,manual,white,brown,No,50000
mercedes-benz,glc 300 glc 300,2022,1408,gasoline,3.5l,automatic,lunar blue metallic,black,No,46798
volkswagen,touareg tdi lux,2015,15167,diesel,3.0l,manual,gold,black,No,35000
porsche,cayenne gts,2016,64600,gasoline,3.6l,manual,white,red,No,41000
jeep,grand wagoneer series iii,2022,31112,gasoline,6.4l,manual,black,black,No,83000
tesla,model x 100d,2018,23250,electric,3.5l,manual,gray,white,No,57000
mini,cooper s base,2011,63500,gasoline,1.6l,manual,silver,black,No,10500
ram,1500 laramie,2022,13464,gasoline,5.7l,automatic,diamond black,black,No,46999
chevrolet,camaro base,2001,64776,gasoline,3.8l,manual,black,gray,No,7500
jeep,cherokee x,2022,9601,gasoline,3.2l,automatic,sting gray clearcoat,black,No,33498
bmw,alpina b7 xdrive,2013,135000,gasoline,4.4l,manual,black,black,Yes,14000
infiniti,q50 3.0t premium,2016,49872,gasoline,3.0l,manual,gray,black,Yes,21500
mini,cooper base,2009,90367,gasoline,1.6l,manual,red,black,No,9250
porsche,911 carrera 4s,2014,36670,gasoline,3.8l,manual,white,black,No,82499
jeep,grand wagoneer base,2023,3752,gasoline,6.4l,automatic,ember pearlcoat,global black,No,84620
lexus,rx 350 base,2021,30761,gasoline,3.5l,automatic,eminent white pearl,black,No,44950
ram,1500 laramie,2022,13438,gasoline,5.7l,automatic,diamond black,black,No,46599
jeep,gladiator overland,2020,9100,gasoline,3.6l,manual,red,black,No,49895
chrysler,200 limited,2017,100600,black,3.5l,manual,black,black,No,10000
audi,a6 2.0t premium plus,2016,96000,gasoline,2.0l,manual,black,black,No,21990
chevrolet,silverado 1500 z71 extended cab,2004,185000,gasoline,5.3l,manual,red,gray,Yes,10500
porsche,taycan base,2021,6900,electric,3.5l,manual,white,beige,No,79999
honda,accord hybrid touring,2017,96400,hybrid,2.0l,manual,white,beige,Yes,18500
ram,2500 slt,2018,67865,gasoline,6.4l,manual,white,gray,No,36500
land,rover range rover sport supercharged,2015,64300,e85 flex fuel,5.0l,manual,blue,black,No,44850
chevrolet,colorado zr2,2018,76500,gasoline,3.6l,manual,white,black,No,33500
gmc,sierra 2500 denali,2017,96343,diesel,6.6l,manual,blue,beige,Yes,53000
subaru,crosstrek 2.0i limited,2018,74600,gasoline,2.0l,manual,blue,black,No,24000
subaru,outback 2.5i limited,2014,157530,gasoline,2.5l,automatic,twilight blue metallic,black,Yes,9995
jeep,wrangler unlimited rubicon,2012,80000,gasoline,3.6l,manual,orange,black,No,30000
tesla,model s 100d,2018,83424,electric,3.5l,manual,gray,beige,No,45000
mercedes-benz,c-class c 300 4matic,2021,19000,gasoline,2.0l,manual,blue,beige,No,37999
porsche,911 carrera s,2013,64000,gasoline,3.8l,manual,gray,black,Yes,67000
mercedes-benz,gls 450 base 4matic,2019,34068,gasoline,3.0l,manual,white,beige,No,46900
buick,envision preferred,2021,20104,gasoline,2.0l,automatic,burnished bronze metallic,ebony,No,33295
nissan,armada platinum,2022,8400,gasoline,5.6l,manual,red,beige,No,59950
chevrolet,corvette stingray w/2lt,2021,24670,gasoline,6.2l,manual,white,brown,No,72500
ford,mustang shelby gt500,2013,16478,gasoline,5.8l,manual,white,black,No,66400
ford,f-150 xl,2018,52500,e85 flex fuel,5.0l,manual,gray,gray,No,35000
porsche,cayenne turbo,2004,92500,gasoline,4.5l,manual,silver,black,No,12000
mitsubishi,eclipse spyder gt,2008,62930,gasoline,3.8l,manual,gray,black,Yes,10000
lexus,gx 470 base,2007,116600,gasoline,4.7l,manual,white,gray,No,19975
dodge,dakota big horn/lone star,2010,172024,gasoline,3.7l,manual,red,brown,Yes,7500
jeep,wrangler sport,2012,57237,gasoline,3.6l,manual,black,black,No,22500
subaru,outback limited,2020,44600,gasoline,2.5l,manual,silver,gray,No,28300
jeep,wrangler unlimited rubicon,2013,181830,gasoline,3.6l,manual,black,black,No,21000
subaru,ascent touring 7-passenger,2021,39948,gasoline,2.4l,automatic,ice silver metallic,black,No,36791
ford,f-350 xl,2017,156453,diesel,6.7l,manual,white,beige,No,40000
porsche,cayenne turbo s,2014,156193,gasoline,4.8l,manual,silver,black,No,36000
bmw,x1 xdrive28i,2020,27989,gasoline,2.0l,manual,gray,black,No,29000
toyota,4runner limited,2014,146700,gasoline,4.0l,manual,blue,black,Yes,24999
gmc,yukon denali,2019,88450,gasoline,6.2l,manual,black,beige,Yes,42900
toyota,c-hr le,2020,14065,gasoline,2.0l,automatic,gray,black,Yes,27671
subaru,outback limited xt,2020,36844,gasoline,2.4l,automatic,magnetite gray metallic,black,Yes,30427
chevrolet,silverado 1500 lt trail boss,2020,49000,gasoline,5.3l,manual,white,black,No,44900
bmw,x5 xdrive50i,2013,58000,gasoline,4.4l,manual,white,black,No,17900
audi,a6 55 prestige,2021,22800,hybrid,3.0l,manual,blue,brown,No,52000
subaru,outback 2.5i limited,2014,78007,gasoline,2.5l,manual,blue,black,No,14750
ford,f-250 king ranch,2020,36500,diesel,6.7l,manual,gray,brown,No,69900
honda,cr-v ex,2004,156350,gasoline,2.4l,manual,brown,beige,Yes,3990
lexus,gx 460 luxury,2021,17710,gasoline,4.6l,manual,white,red,No,59000
ford,explorer xlt,2013,149000,gasoline,3.5l,manual,brown,beige,Yes,7850
subaru,forester 2.5i limited,2015,90000,gasoline,2.5l,manual,silver,gray,No,16000
ford,bronco wildtrak advanced,2022,9990,gasoline,2.7l,manual,silver,black,No,64500
mercedes-benz,a-class a 220 4matic,2019,28663,gasoline,2.0l,automatic,jupiter red,black,No,29500
lexus,nx 200t base,2015,124250,gasoline,2.0l,manual,gray,orange,Yes,17900
ford,f-250 lariat,2017,50780,diesel,6.7l,manual,white,black,No,61000
porsche,911 carrera c4s,2006,65000,gasoline,3.8l,manual,blue,gray,Yes,43000
tesla,model 3 long range,2022,22457,electric,3.5l,automatic,midnight silver metallic,black,No,40036
toyota,camry xse,2022,19361,gasoline,3.5l,automatic,red,black,No,38298
bmw,i3 94 ah,2017,43000,electric,0.65l,manual,black,black,No,16500
ford,f-250 xl supercab h/d,1993,115000,black,3.5l,manual,red,gray,No,21900
mercedes-benz,e-class e55 amg,2005,131000,gasoline,5.4l,manual,gray,black,No,16500
toyota,highlander xle,2022,31000,gasoline,3.5l,manual,gray,gray,No,43000
volvo,s60 recharge plug-in hybrid t8 inscription,2021,24158,plug-in hybrid,2.0l,manual,gray,black,No,44900
audi,a6 3.0t premium plus,2016,72865,gasoline,3.0l,manual,black,black,Yes,22000
mercedes-benz,e-class e 350 4matic,2014,89563,gasoline,3.5l,manual,blue,black,No,18995
nissan,juke sl,2012,72639,gasoline,1.6l,manual,black,black,Yes,15000
mercedes-benz,cls-class cls 550,2012,79000,gasoline,4.6l,manual,black,black,No,19999
audi,a3 2.0t premium,2012,111564,gasoline,2.0l,manual,white,black,No,11200
lexus,gx 460 base,2018,75000,gasoline,4.6l,manual,white,beige,Yes,38095
ford,mustang premium,2007,169613,gasoline,4.0l,manual,black,black,Yes,5900
honda,pilot ex-l,2011,175000,gasoline,3.5l,manual,black,gray,No,9000
bmw,540 i,2017,98500,gasoline,3.0l,manual,black,black,No,24500
chrysler,300 s,2012,53000,gasoline,3.6l,manual,black,black,Yes,13750
ram,2500 longhorn,2015,72200,diesel,6.7l,manual,black,black,No,52500
acura,tsx base,2005,151600,gasoline,2.4l,manual,black,black,No,7899
lotus,evora 2+2,2011,20000,gasoline,3.5l,manual,white,red,No,51000
chevrolet,avalanche 1500 lt,2010,170000,e85 flex fuel,5.3l,manual,black,black,Yes,9000
ford,f-150 xlt,2019,69800,e85 flex fuel,5.0l,manual,silver,gray,No,34600
toyota,tundra sr5,2020,26300,gasoline,5.7l,manual,gray,gray,Yes,46199
honda,fit sport,2007,156111,gasoline,1.5l,manual,red,black,Yes,5200
chevrolet,silverado 2500 ltz,2016,172600,diesel,6.6l,manual,red,black,Yes,32500
honda,accord crosstour ex-l,2010,145000,gasoline,3.5l,manual,green,black,No,9000
ford,f-250 xlt super duty,2001,64309,gasoline,5.4l,manual,white,gray,No,7500
buick,envision essence,2020,28548,gasoline,2.5l,automatic,ebony twilight metallic,ebony,No,32063
volkswagen,atlas 3.6l sel premium r-line,2022,14000,gasoline,3.6l,manual,gray,black,No,46900
mercedes-benz,cls 450 base,2019,67000,hybrid,3.0l,manual,yellow,black,No,44500
jeep,wrangler unlimited sport,2017,84786,gasoline,3.6l,manual,gray,black,No,23500
mercedes-benz,s-class s 63 amg,2008,93000,gasoline,6.2l,manual,black,black,No,17800
hyundai,genesis coupe 3.8 track,2010,127500,gasoline,3.8l,manual,blue,black,Yes,6000
ford,mustang mach-e gt,2022,8000,electric,3.5l,manual,blue,black,No,60999
gmc,canyon elevation standard,2022,16500,gasoline,3.6l,manual,gray,gray,No,32900
jaguar,xk base,2013,55700,gasoline,5.0l,manual,black,black,No,27200
ford,f-250 lariat,2021,42245,diesel,3.5l,automatic,agate black metallic,black,No,76598
toyota,rav4 base,2009,78500,gasoline,2.5l,manual,silver,black,No,12000
ford,expedition platinum,2018,48619,gasoline,3.5l,manual,gray,white,No,51499
jeep,wrangler unlimited 4xe sahara,2021,51105,hybrid,2.0l,automatic,black clearcoat,black,No,42700
ford,f-150 xlt,2016,25880,e85 flex fuel,3.5l,manual,red,gray,No,25500
tesla,model s plaid,2021,20100,electric,3.5l,manual,red,black,No,69995
toyota,tacoma sr5,2018,25083,gasoline,3.5l,automatic,red,gray,Yes,34955
audi,tt roadster quattro,2002,69300,gasoline,1.8l,manual,gray,black,Yes,9995
toyota,highlander hybrid limited platinum,2019,46000,hybrid,3.5l,manual,silver,black,No,40000
jeep,liberty sport,2008,141485,gasoline,3.7l,manual,black,gray,Yes,6500
toyota,sequoia limited,2018,63990,gasoline,5.7l,manual,white,gray,Yes,48000
ford,transit-350 base,2020,19400,gasoline,3.5l,manual,white,black,No,58000
subaru,brz limited,2013,129858,gasoline,2.0l,manual,silver,black,Yes,13490
volvo,xc60 3.2,2012,102000,gasoline,3.2l,manual,blue,beige,No,10800
subaru,impreza wrx sti special edition,2010,8700,gasoline,2.5l,manual,gray,black,No,39900
chevrolet,bolt ev lt,2018,49279,electric,3.5l,manual,red,gray,No,17500
chevrolet,monte carlo supercharged ss,2004,148800,gasoline,3.8l,manual,red,black,No,6500
cadillac,escalade platinum edition,2012,160249,e85 flex fuel,6.2l,manual,black,black,No,12900
chrysler,300m base,2004,45000,gasoline,3.5l,manual,gray,gray,No,6000
chevrolet,silverado 2500 lt h/d extended cab,2006,169000,diesel,6.6l,manual,white,gray,No,19500
mercedes-benz,amg c 63 s,2017,46000,gasoline,4.0l,manual,gray,black,No,56000
acura,tlx v6 tech,2015,38000,gasoline,3.5l,manual,white,black,No,21900
chevrolet,corvette z06,2006,42000,gasoline,7.0l,manual,orange,black,No,42000
lexus,nx 350h premium,2024,300,hybrid,2.5l,manual,black,black,No,50999
mercedes-benz,slk-class slk 350,2008,120800,gasoline,3.5l,manual,red,beige,No,13900
jeep,wrangler unlimited sahara,2020,76313,gasoline,2.0l,automatic,hellayella clearcoat,black,No,35234
chevrolet,silverado 1500 lt,2012,104000,e85 flex fuel,5.3l,manual,blue,gray,Yes,16500
lexus,gx 460 base,2010,97097,gasoline,4.6l,manual,red,beige,Yes,22000
jeep,wrangler unlimited x,2008,136731,gasoline,3.8l,manual,yellow,gray,No,15900
ram,1500 tradesman/express,2017,40200,gasoline,5.7l,manual,blue,gray,Yes,24000
ford,explorer st,2021,39105,gasoline,3.0l,automatic,black,black,No,44605
chevrolet,colorado zr2,2019,38900,gasoline,3.6l,manual,white,black,No,34700
lincoln,navigator l select,2016,84272,gasoline,3.5l,manual,black,black,Yes,25221
mercedes-benz,e-class e 350,2016,58375,gasoline,3.5l,manual,white,beige,No,24999
ford,mustang shelby gt500,2007,7346,gasoline,5.4l,manual,red,black,No,40999
dodge,charger srt8,2008,98231,gasoline,6.1l,manual,blue,black,Yes,15500
jaguar,xk base,2007,56000,gasoline,4.2l,manual,white,beige,No,18000
honda,civic ex,2020,13935,gasoline,1.5l,manual,gray,black,No,26000
subaru,impreza 2.0i,2019,30000,gasoline,2.0l,manual,gray,black,Yes,21250
saab,9-3 aero,2009,106000,gasoline,2.8l,manual,red,black,No,12950
bmw,650 gran coupe i xdrive,2014,82978,gasoline,4.4l,manual,black,white,No,18700
jeep,wrangler unlimited sport,2018,58500,gasoline,3.6l,manual,black,black,No,35000
ford,f-350 king ranch,2015,92421,diesel,6.7l,manual,white,brown,No,51900
mazda,cx-30 preferred,2020,9927,gasoline,2.5l,automatic,snowflake white pearl,black,No,27518
jeep,wrangler sport,2000,122945,gasoline,4.0l,manual,beige,brown,No,13900
lexus,rx 330 base,2006,110250,gasoline,3.3l,manual,white,beige,No,11000
infiniti,qx56 base,2011,103010,gasoline,5.6l,manual,black,beige,No,13500
hyundai,veloster value edition,2017,55359,gasoline,1.6l,automatic,ironman silver,black,No,15599
chevrolet,silverado 1500 lt extended cab,2002,118500,gasoline,5.3l,manual,silver,black,Yes,5900
land,rover range rover hse swb,2020,41500,hybrid,3.0l,manual,gray,gray,No,68000
bmw,m4 base,2020,28000,gasoline,3.0l,manual,white,white,No,59900
mercedes-benz,e-class e 350,2014,53500,gasoline,3.5l,manual,black,brown,No,24500
honda,accord hybrid base,2021,33523,hybrid,2.0l,automatic,lunar silver metallic,gray,No,28748
toyota,prius v three,2016,86300,hybrid,1.8l,manual,gray,black,Yes,18000
subaru,wrx premium,2022,7738,gasoline,2.4l,manual,orange,black,Yes,33000
ford,explorer st,2022,14361,gasoline,3.0l,manual,black,black,No,51500
chevrolet,suburban lt,2016,98000,e85 flex fuel,5.3l,manual,gray,gray,Yes,30000
chevrolet,silverado 1500 limited custom,2022,30455,gasoline,3.5l,automatic,summit white,jet black,No,37698
ford,explorer platinum,2020,64552,gasoline,3.0l,automatic,iconic silver metallic,ebony,Yes,36750
lexus,rx 350 base,2017,103866,gasoline,3.5l,manual,beige,beige,Yes,24700
land,rover range rover 3.0l v6 supercharged hse,2019,35650,gasoline,3.0l,manual,black,black,Yes,57999
ford,explorer platinum,2021,64957,gasoline,3.0l,automatic,black,light slate,No,39979
dodge,challenger srt8 392,2012,33700,black,3.5l,manual,black,black,No,33500
chevrolet,equinox 2lt,2012,96653,gasoline,3.0l,manual,black,brown,Yes,7500
dodge,challenger sxt,2022,29500,gasoline,3.6l,manual,gray,black,No,31000
volvo,xc70 t6 platinum,2012,69000,gasoline,3.0l,manual,silver,black,Yes,15900
volvo,xc70 3.2,2008,170000,gasoline,3.2l,manual,white,beige,No,7000
nissan,350z nismo,2008,76500,gasoline,3.5l,manual,silver,red,Yes,28000
porsche,911 turbo,2007,73500,gasoline,3.6l,manual,black,black,No,75499
land,rover range rover swb,2020,29000,hybrid,3.0l,manual,black,black,No,70000
porsche,cayenne e-hybrid s platinum edition,2017,69404,plug-in hybrid,3.0l,manual,black,beige,Yes,29500
lexus,is 350 base,2007,103000,gasoline,3.5l,manual,red,beige,Yes,12900
porsche,macan s,2015,70500,gasoline,3.0l,manual,silver,black,Yes,26500
land,rover range rover 5.0l supercharged,2016,64000,gasoline,5.0l,manual,white,white,No,36995
gmc,savana 2500 work van,2018,63460,e85 flex fuel,6.0l,manual,white,beige,No,33000
toyota,4runner sr5,2018,32199,gasoline,4.0l,manual,silver,black,No,35500
hyundai,palisade sel,2020,69487,gasoline,3.8l,manual,white,black,No,32000
gmc,sierra 2500 denali,2015,86000,diesel,6.6l,manual,gray,brown,No,49000
genesis,gv70 3.5t sport,2022,8730,gasoline,3.5l,automatic,alta white,red,No,48219
dodge,ram van 1500,2002,70000,gasoline,3.9l,manual,red,beige,Yes,8000
chevrolet,impala 1lt,2017,70000,gasoline,3.6l,manual,white,gray,Yes,17900
audi,a4 2.0t premium plus,2015,83420,e85 flex fuel,2.0l,manual,red,gray,Yes,16000
nissan,altima 2.5 s,2003,189000,gasoline,2.5l,manual,silver,beige,Yes,2899
bmw,x1 xdrive 28i,2015,85766,gasoline,2.0l,manual,gray,black,No,13000
gmc,yukon denali,2018,92800,gasoline,6.2l,manual,white,black,No,34000
land,rover defender se,2021,13970,hybrid,3.0l,manual,gray,black,No,75500
scion,xb base,2011,95426,gasoline,2.4l,manual,green,gray,No,8000
honda,s2000 base,2001,119900,gasoline,2.0l,manual,black,red,Yes,18000
mazda,cx-30 select,2020,23162,gasoline,2.5l,automatic,soul red crystal metallic,black,No,25495
bmw,m4 competition,2023,3950,gasoline,3.0l,manual,white,blue,No,83500
porsche,911 carrera 4s,2006,80000,gasoline,3.8l,manual,black,beige,No,43000
ford,f-250 lariat,2015,94634,e85 flex fuel,6.2l,manual,white,black,Yes,32500
chevrolet,corvette base,2007,65000,gasoline,6.0l,manual,silver,beige,Yes,33885
lexus,ls 460 l,2008,100000,gasoline,4.6l,manual,black,black,Yes,11500
toyota,sienna xse 25th anniversary,2023,500,hybrid,2.5l,manual,white,black,No,59500
audi,a4 2.0t premium quattro,2011,181000,gasoline,2.0l,manual,white,black,No,5500
mercedes-benz,glc 300 base 4matic,2018,48700,gasoline,2.0l,manual,blue,brown,No,27900
toyota,86 860 special edition,2017,87500,gasoline,2.0l,manual,silver,black,No,20000
jaguar,xj8 l,2000,45000,gasoline,4.0l,manual,silver,beige,No,12500
chevrolet,corvette base,1996,85760,gasoline,5.7l,manual,silver,black,No,14500
tesla,model 3 long range,2018,36187,electric,3.5l,manual,white,black,No,28895
hyundai,tucson sel,2022,13666,gasoline,2.5l,automatic,portofino gray,black,No,27999
porsche,911 carrera s,2007,50500,gasoline,3.8l,manual,silver,black,No,56000
lincoln,nautilus reserve,2021,19291,gasoline,2.0l,automatic,black,ebony,No,44340
ford,mustang boss 302,2012,1295,gasoline,5.0l,manual,silver,black,No,49990
cadillac,escalade premium luxury,2017,55000,gasoline,6.2l,manual,white,beige,Yes,49900
mini,cooper base,2010,74000,gasoline,1.6l,manual,yellow,black,No,9650
dodge,durango r/t,2022,14976,gasoline,5.7l,automatic,white knuckle clearcoat,black,No,49999
bmw,x5 xdrive35i,2018,25348,gasoline,3.0l,automatic,imperial blue metallic,black,Yes,33889
chevrolet,corvette base,2010,23133,gasoline,6.2l,manual,white,black,No,35000
jaguar,xe 20d prestige,2018,34322,diesel,3.5l,automatic,blue,beige,No,29998
dodge,challenger r/t,2021,39960,gasoline,5.7l,manual,white,gray,Yes,28500
